Stock,Transaction Date,Buy/Sell,Type,Amount,Senator
SYK,2019-02-28,Sale,Stock,"$15,001 - $50,000",John f Reed
SLB,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
QCOM,2019-02-28,Sale,Stock,"$15,001 - $50,000",John f Reed
PEP,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
MSFT,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
ISRG,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
INTC,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
IQV,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
HOLX,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
FDX,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
DHR,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
COST,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
CELG,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
CVS,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
AAPL,2019-02-28,Sale,Stock,"$15,001 - $50,000",John f Reed
ADI,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
XLNX,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
TMO,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
SYK,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
IQV,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
FDX,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
AAPL,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
ADI,2019-02-28,Sale,Stock,"$1,001 - $15,000",John f Reed
TMO,2016-09-12,Purchase,Stock,"$1,001 - $15,000",John f Reed
IYT,2016-09-12,Purchase,Stock,"$1,001 - $15,000",John f Reed
DHR,2016-09-12,Purchase,Stock,"$1,001 - $15,000",John f Reed
TMO,2016-09-12,Purchase,Stock,"$1,001 - $15,000",John f Reed
DHR,2016-09-12,Purchase,Stock,"$1,001 - $15,000",John f Reed
IYT,2016-09-02,Purchase,Stock,"$1,001 - $15,000",John f Reed
DHR,2018-07-05,Sale,Stock,"$1,001 - $15,000",John f Reed
XBI,2017-03-06,Purchase,Stock,"$1,001 - $15,000",John f Reed
HACK,2017-03-06,Purchase,Stock,"$1,001 - $15,000",John f Reed
IYT,2017-03-06,Purchase,Stock,"$1,001 - $15,000",John f Reed
FDX,2017-03-06,Purchase,Stock,"$1,001 - $15,000",John f Reed
ADI,2017-03-06,Purchase,Stock,"$1,001 - $15,000",John f Reed
AGN,2017-03-06,Purchase,Stock,"$1,001 - $15,000",John f Reed
ESRX,2017-03-06,Sale,Stock,"$1,001 - $15,000",John f Reed
PEP,2017-01-31,Sale,Stock,"$1,001 - $15,000",John f Reed
PEP,2017-01-31,Sale,Stock,"$1,001 - $15,000",John f Reed
FEYE,2016-11-23,Sale,Stock,"$1,001 - $15,000",John f Reed
XSD,2016-11-23,Purchase,Stock,"$1,001 - $15,000",John f Reed
HACK,2016-11-23,Purchase,Stock,"$1,001 - $15,000",John f Reed
ISRG,2016-11-23,Purchase,Stock,"$1,001 - $15,000",John f Reed
WETF,2016-11-23,Purchase,Stock,"$1,001 - $15,000",John f Reed
TMO,2016-11-23,Purchase,Stock,"$1,001 - $15,000",John f Reed
BAC,2018-05-15,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-12-22,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
PLUG,2020-12-22,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
SQ,2020-12-22,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
BA,2020-12-21,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2020-12-21,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
EXPI,2020-12-21,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
ETY,2020-12-21,Sale,Stock,"$100,001 - $250,000",Pat Roberts
W,2020-12-21,Sale,Stock,"$50,001 - $100,000",Pat Roberts
TSLA,2020-12-21,Sale,Stock,"$1,001 - $15,000",Pat Roberts
TSLA,2020-12-11,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-12-07,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TSLA,2020-12-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-12-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
COST,2020-12-22,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-12-22,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-12-16,Sale,Stock,"$100,001 - $250,000",Pat Roberts
ZM,2020-12-02,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2020-06-26,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAL,2020-06-04,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAL,2020-06-04,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-06-30,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAL,2020-06-30,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-06-05,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
aapl,2015-08-25,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
ETY,2017-12-13,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2017-12-13,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
SBUX,2017-12-07,Sale,Stock,"$15,001 - $50,000",Pat Roberts
ETY,2017-12-18,Purchase,Stock,"$100,001 - $250,000",Pat Roberts
ETY,2017-12-13,Sale,Stock,"$50,001 - $100,000",Pat Roberts
ETY,2017-12-13,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
ETY,2017-12-07,Sale,Stock,"$100,001 - $250,000",Pat Roberts
NVDA,2017-12-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NVDA,2017-12-01,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
TGT,2020-07-06,Sale,Stock,"$1,001 - $15,000",Pat Roberts
AAL,2020-07-31,Sale,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2020-07-02,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAL,2020-07-02,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-07-02,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
MA,2020-07-02,Sale,Stock,"$50,001 - $100,000",Pat Roberts
BA,2020-07-27,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2020-07-15,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2020-07-13,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAL,2020-07-07,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BABA,2020-07-02,Sale,Stock,"$15,001 - $50,000",Pat Roberts
WMT,2020-07-02,Sale,Stock,"$1,001 - $15,000",Pat Roberts
SPOT,2020-07-02,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BYND,2020-07-01,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
DVN,2017-11-06,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NVDA,2017-11-30,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TJX,2017-11-30,Sale,Stock,"$1,001 - $15,000",Pat Roberts
XOM,2017-11-30,Sale,Stock,"$1,001 - $15,000",Pat Roberts
CVX,2017-11-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2017-11-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2017-11-08,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TJX,2017-11-30,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2017-11-08,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2017-11-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2017-09-27,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
RTN,2017-09-27,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2017-09-28,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2017-09-28,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2017-09-27,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
SBUX,2017-09-26,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
GE,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
COF,2017-09-26,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
WF,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
T,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2017-09-26,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BAC,2017-09-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
CELG,2017-09-07,Sale,Stock,"$15,001 - $50,000",Pat Roberts
TCS,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BIDU,2017-09-09,Sale,Stock,"$15,001 - $50,000",Pat Roberts
MSFT,2019-10-23,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
KTB,2019-10-17,Sale,Stock,"$1,001 - $15,000",Pat Roberts
KTB,2019-10-01,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2019-10-01,Sale,Stock,"$1,001 - $15,000",Pat Roberts
MA,2019-10-31,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2019-10-15,Sale,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2019-10-01,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2019-10-31,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2019-10-01,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2019-10-03,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
CELG,2019-10-01,Sale,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2014-08-26,Sale,Stock,"$15,001 - $50,000",Pat Roberts
FB,2016-04-28,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
ZNGA,2016-04-20,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BBY,2020-10-13,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NVAX,2020-10-13,Sale,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2018-06-25,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2018-06-25,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
CVX,2018-06-22,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2018-06-22,Sale,Stock,"$50,001 - $100,000",Pat Roberts
AMZN,2018-06-22,Sale,Stock,"$15,001 - $50,000",Pat Roberts
FB,2020-08-31,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
WMT,2018-02-20,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
FB,2018-02-20,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
WMT,2018-02-14,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
FB,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2018-02-05,Sale,Stock,"$1,001 - $15,000",Pat Roberts
FB,2018-02-05,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
ETY,2018-02-05,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2018-02-05,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
BA,2018-02-05,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
BAC,2018-02-05,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
RTN,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2018-02-05,Sale,Stock,"$50,001 - $100,000",Pat Roberts
BA,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
ETY,2018-02-05,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2018-02-05,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2018-02-05,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2018-02-05,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2018-02-05,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
LMT,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2018-02-05,Sale,Stock,"$50,001 - $100,000",Pat Roberts
NVDA,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2018-02-05,Sale,Stock,"$50,001 - $100,000",Pat Roberts
COST,2018-02-05,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2018-02-05,Sale,Stock,"$1,001 - $15,000",Pat Roberts
DVN,2017-11-06,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NVDA,2017-11-30,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TJX,2017-11-30,Sale,Stock,"$1,001 - $15,000",Pat Roberts
XOM,2017-11-30,Sale,Stock,"$1,001 - $15,000",Pat Roberts
CVX,2017-11-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2017-11-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2017-11-08,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TJX,2017-11-30,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2017-11-08,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2017-11-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BIDU,2017-09-09,Sale,Stock,"$15,001 - $50,000",Pat Roberts
MA,2019-11-12,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2019-11-04,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2019-11-04,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
DIS,2019-11-04,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
FB,2017-01-19,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
TJX,2017-01-09,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NOC,2017-01-03,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
V,2020-11-16,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
COST,2020-11-24,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
COST,2020-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BA,2020-11-09,Sale,Stock,"$15,001 - $50,000",Pat Roberts
msft,2020-11-11,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2020-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
W,2020-11-17,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
DAL,2020-11-16,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-11-16,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
DIS,2020-11-10,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
aapl,2020-11-09,Sale,Stock,"$50,001 - $100,000",Pat Roberts
ba,2020-11-09,Sale,Stock,"$15,001 - $50,000",Pat Roberts
zm,2020-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
COST,2016-07-08,Sale,Stock,"$15,001 - $50,000",Pat Roberts
COST,2016-07-08,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BIDU,2017-07-31,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2017-07-31,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
BAC,2017-07-28,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2017-07-28,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BIDU,2017-07-28,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BAC,2017-07-18,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
TJX,2017-07-24,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
FB,2017-07-20,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
T,2017-07-14,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2017-06-20,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2017-06-20,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2017-06-20,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2017-06-12,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2017-06-12,Sale,Stock,"$50,001 - $100,000",Pat Roberts
BIDU,2015-07-27,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2015-07-27,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2015-07-24,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
CELG,2015-07-02,Sale,Stock,"$1,001 - $15,000",Pat Roberts
XOM,2014-12-12,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BA,2014-12-19,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2014-12-12,Sale,Stock,"$1,001 - $15,000",Pat Roberts
MIK,2014-12-11,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
WMT,2019-06-21,Sale,Stock,"$50,001 - $100,000",Pat Roberts
FB,2019-06-21,Sale,Stock,"$50,001 - $100,000",Pat Roberts
NOC,2019-06-21,Sale,Stock,"$15,001 - $50,000",Pat Roberts
TGT,2019-06-21,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NOC,2019-06-21,Sale,Stock,"$100,001 - $250,000",Pat Roberts
BA,2017-09-27,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
RTN,2017-09-27,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
SBUX,2017-09-26,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
GE,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
COF,2017-09-26,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
WF,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
T,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2017-09-26,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BAC,2017-09-07,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
CELG,2017-09-07,Sale,Stock,"$1,001 - $15,000",Pat Roberts
TCS,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NOC,2017-09-28,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TCS,2017-09-26,Sale,Stock,"$1,001 - $15,000",Pat Roberts
GE,2016-01-20,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
MA,2020-01-21,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
KSS,2020-01-13,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2020-01-13,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2020-01-10,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2020-01-10,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
MA,2020-01-06,Sale,Stock,"$50,001 - $100,000",Pat Roberts
NVDA,2020-01-06,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2020-01-06,Sale,Stock,"$15,001 - $50,000",Pat Roberts
ETY,2020-01-13,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BABA,2020-01-14,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2020-01-06,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-08-27,Sale,Stock,"$50,001 - $100,000",Pat Roberts
BA,2020-08-05,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
WMT,2020-08-19,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
GOLD,2020-08-18,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BBY,2020-08-18,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
GLD,2020-08-18,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVAX,2020-08-17,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2020-08-27,Sale,Stock,"$50,001 - $100,000",Pat Roberts
TSLA,2020-08-03,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
AAPL,2020-08-03,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
AAPL,2020-07-31,Sale,Stock,"$50,001 - $100,000",Pat Roberts
NOC,2016-11-14,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
COST,2016-11-14,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
HDS,2016-11-15,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-09-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
WMT,2020-09-04,Sale,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2020-09-17,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NVDA,2020-09-14,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-09-11,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2020-09-09,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2020-09-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2020-09-04,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
NVDA,2020-09-04,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
NFLX,2020-09-04,Sale,Stock,"$50,001 - $100,000",Pat Roberts
BYND,2020-09-04,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NVDA,2020-09-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-09-03,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-09-02,Purchase,Stock,"$50,001 - $100,000",Pat Roberts
TSLA,2020-09-01,Sale,Stock,"$50,001 - $100,000",Pat Roberts
NVDA,2020-09-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
W,2020-09-16,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-09-09,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
ZM,2020-09-09,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
MSFT,2020-09-04,Sale,Stock,"$50,001 - $100,000",Pat Roberts
MSFT,2020-09-03,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2020-09-03,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
aapl,2015-08-25,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
aapl,2015-12-17,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
nflx,2015-12-10,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
nflx,2015-12-08,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
ZNGA,2015-01-16,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BIDU,2015-01-28,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2015-01-28,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2015-01-27,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
TCS,2015-01-16,Sale,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2015-01-16,Sale,Stock,"$15,001 - $50,000",Pat Roberts
TCS,2015-01-02,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
TWTR,2015-01-02,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
HD,2016-06-29,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
FB,2016-06-29,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
FB,2016-06-10,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
HDS,2016-06-10,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2016-06-10,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2019-08-14,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2019-08-14,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
GM,2015-06-16,Sale,Stock,"$1,001 - $15,000",Pat Roberts
KSS,2018-08-28,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
tgt,2018-08-28,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NOC,2018-09-04,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NOC,2018-08-28,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2018-08-28,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2018-08-28,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NOC,2018-08-28,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
NFLX,2018-08-24,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AAPL,2018-08-24,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
AMZN,2018-08-29,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
DVN,2018-01-03,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2018-01-25,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
CELG,2018-01-17,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2018-01-05,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
LMT,2018-01-17,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
JPM,2018-01-04,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
tjx,2015-11-16,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
nflx,2015-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
nflx,2015-06-24,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
znga,2015-06-11,Sale,Stock,"$1,001 - $15,000",Pat Roberts
aapl,2015-06-09,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
aapl,2015-06-09,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BA,2020-11-16,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
V,2020-11-16,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
COST,2020-11-24,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
COST,2020-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BA,2020-11-09,Sale,Stock,"$15,001 - $50,000",Pat Roberts
msft,2020-11-11,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
NVDA,2020-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
W,2020-11-17,Purchase,Stock,"$15,001 - $50,000",Pat Roberts
DAL,2020-11-16,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
DIS,2020-11-10,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
aapl,2020-11-09,Sale,Stock,"$50,001 - $100,000",Pat Roberts
ba,2020-11-09,Sale,Stock,"$15,001 - $50,000",Pat Roberts
zm,2020-11-04,Sale,Stock,"$15,001 - $50,000",Pat Roberts
BA,2016-12-27,Sale,Stock,"$15,001 - $50,000",Pat Roberts
FB,2016-12-27,Sale,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2016-12-15,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
CVX,2016-12-27,Sale,Stock,"$15,001 - $50,000",Pat Roberts
NFLX,2016-12-27,Sale,Stock,"$15,001 - $50,000",Pat Roberts
ZNGA,2016-12-15,Sale,Stock,"$1,001 - $15,000",Pat Roberts
AAPL,2016-12-15,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
TJX,2016-12-15,Sale,Stock,"$1,001 - $15,000",Pat Roberts
DVN,2018-01-03,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
AMZN,2018-01-25,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
CELG,2018-01-17,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
BAC,2018-01-05,Purchase,Stock,"$1,001 - $15,000",Pat Roberts
