Stock,Transaction Date,Buy/Sell,Type,Amount,Senator,Price
JNJ,2017-10-17,Sale,Stock,"$1,001 - $15,000",Tammy Duckworth,119.94562530517578
CC,2017-10-10,Sale,Stock,"$1,001 - $15,000",Tammy Duckworth,44.16643142700195
KEY,2016-02-10,Sale,Stock,"$1,001 - $15,000",Michael b Enzi,7.83945369720459
LMT,2022-06-23,Sale,Stock,"$50,001 - $100,000",Debra s Fischer,397.4998779296875
KO,2022-06-23,Sale,Stock,"$1,001 - $15,000",Debra s Fischer,59.60471725463867
CSCO,2022-06-23,Sale,Stock,"$1,001 - $15,000",Debra s Fischer,40.9017333984375
CAT,2022-06-23,Sale,Stock,"$50,001 - $100,000",Debra s Fischer,173.6114044189453
AMZN,2015-07-09,Sale,Stock,"$1,001 - $15,000",Jeffry l Flake,21.719499588012695
BABA,2017-12-29,Purchase,Stock,"$1,001 - $15,000",Jeffry l Flake,172.42999267578125
META,2017-12-29,Purchase,Stock,"$1,001 - $15,000",Jeffry l Flake,176.4600067138672
JD,2017-12-29,Purchase,Stock,"$1,001 - $15,000",Jeffry l Flake,39.802005767822266
AMZN,2017-12-29,Purchase,Stock,"$1,001 - $15,000",Jeffry l Flake,58.4734992980957
LGIH,2017-12-29,Purchase,Stock,"$1,001 - $15,000",Jeffry l Flake,75.02999877929688
AAPL,2015-04-14,Sale,Stock,"$1,001 - $15,000",Jeffry l Flake,28.413015365600586
AAPL,2015-05-18,Sale,Stock,"$1,001 - $15,000",Jeffry l Flake,29.41046714782715
AMZN,2016-02-11,Purchase,Stock,"$15,001 - $50,000",Jeffry l Flake,25.19099998474121
AAPL,2016-02-11,Purchase,Stock,"$15,001 - $50,000",Jeffry l Flake,21.469926834106445
GOOG,2015-08-18,Sale,Stock,"$1,001 - $15,000",Jeffry l Flake,32.80649948120117
GOOG,2015-02-09,Sale,Stock,"$1,001 - $15,000",Jeffry l Flake,26.31924057006836
AAPL,2015-10-05,Sale,Stock,"$1,001 - $15,000",Jeffry l Flake,25.138946533203125
VTIP,2022-06-30,Sale,Stock,"$15,001 - $50,000",Lindsey Graham,46.65782165527344
IBDO,2022-06-30,Purchase,Stock,"$1,001 - $15,000",Lindsey Graham,24.120134353637695
IBDQ,2022-06-30,Purchase,Stock,"$15,001 - $50,000",Lindsey Graham,23.82911491394043
VRM,2021-12-16,Sale,Stock,"$1,001 - $15,000","William f Hagerty, iv",10.529999732971191
SBNY,2021-12-28,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",318.9425354003906
SBNY,2021-12-28,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",318.9425354003906
SBNY,2021-12-28,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",318.9425354003906
BA,2021-06-08,Purchase,Stock,"$1,001 - $15,000","William f Hagerty, iv",252.75999450683594
DDOG,2021-12-28,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",177.4199981689453
RHP,2021-12-23,Sale,Stock,"$100,001 - $250,000","William f Hagerty, iv",85.94391632080078
RNR,2021-12-23,Sale,Stock,"$250,001 - $500,000","William f Hagerty, iv",165.05899047851562
RHP,2021-12-23,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",85.94390869140625
RNR,2021-12-28,Sale,Stock,"$250,001 - $500,000","William f Hagerty, iv",168.44561767578125
PNFP,2021-12-29,Sale,Stock,"$100,001 - $250,000","William f Hagerty, iv",93.98055267333984
ENVA,2021-12-29,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",40.849998474121094
CCEP,2021-12-29,Sale,Stock,"$50,001 - $100,000","William f Hagerty, iv",53.67420959472656
NS,2021-12-29,Sale,Stock,"$50,001 - $100,000","William f Hagerty, iv",12.630437850952148
CLDT,2021-12-29,Sale,Stock,"$1,001 - $15,000","William f Hagerty, iv",13.229647636413574
LMND,2021-01-08,Sale,Stock,"$1,001 - $15,000","William f Hagerty, iv",160.74000549316406
VRM,2021-01-08,Purchase,Stock,"$1,001 - $15,000","William f Hagerty, iv",40.7400016784668
TACO,2022-03-09,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",12.510000228881836
DDOG,2021-11-08,Sale,Stock,"$1,000,001 - $5,000,000","William f Hagerty, iv",191.35000610351562
TACO,2022-03-09,Sale,Stock,"$15,001 - $50,000","William f Hagerty, iv",12.510000228881836
LMND,2022-05-06,Sale,Stock,"$1,001 - $15,000","William f Hagerty, iv",21.25
NTRA,2021-04-20,Sale,Stock,"$1,001 - $15,000","William f Hagerty, iv",104.05999755859375
AAPL,2018-10-23,Sale,Stock,"$1,001 - $15,000",Dean Heller,53.32900619506836
UNH,2018-10-26,Purchase,Stock,"$1,001 - $15,000",Dean Heller,239.64247131347656
AZO,2018-09-18,Sale,Stock,"$1,001 - $15,000",Dean Heller,732.760009765625
BUD,2018-11-14,Purchase,Stock,"$1,001 - $15,000",Dean Heller,70.9587631225586
GS,2018-11-09,Sale,Stock,"$1,001 - $15,000",Dean Heller,198.5194091796875
BMY,2018-11-09,Purchase,Stock,"$1,001 - $15,000",Dean Heller,45.45088195800781
C,2018-11-09,Sale,Stock,"$1,001 - $15,000",Dean Heller,55.516075134277344
AMGN,2018-11-08,Purchase,Stock,"$1,001 - $15,000",Dean Heller,168.38113403320312
ZBH,2018-11-07,Purchase,Stock,"$1,001 - $15,000",Dean Heller,110.42537689208984
GE,2018-11-01,Sale,Stock,"$1,001 - $15,000",Dean Heller,56.37247085571289
META,2018-09-21,Purchase,Stock,"$1,001 - $15,000",Dean Heller,162.92999267578125
GE,2018-09-24,Purchase,Stock,"$1,001 - $15,000",Dean Heller,69.08277130126953
AMG,2018-08-03,Sale,Stock,"$1,001 - $15,000",Dean Heller,148.4970245361328
CAT,2018-08-06,Purchase,Stock,"$1,001 - $15,000",Dean Heller,123.33660888671875
AMZN,2018-08-09,Sale,Stock,"$1,001 - $15,000",Dean Heller,94.9260025024414
AAPL,2018-10-05,Sale,Stock,"$1,001 - $15,000",Dean Heller,53.70252227783203
UNH,2018-10-04,Purchase,Stock,"$1,001 - $15,000",Dean Heller,249.0543975830078
LEN,2018-06-18,Purchase,Stock,"$1,001 - $15,000",Dean Heller,49.09189987182617
EBAY,2018-06-11,Purchase,Stock,"$1,001 - $15,000",Dean Heller,37.526634216308594
AMG,2018-06-15,Sale,Stock,"$1,001 - $15,000",Dean Heller,152.15916442871094
MDT,2018-06-11,Sale,Stock,"$1,001 - $15,000",Dean Heller,75.86402893066406
V,2018-06-07,Sale,Stock,"$1,001 - $15,000",Dean Heller,129.20155334472656
AZO,2018-09-18,Sale,Stock,"$1,001 - $15,000",Dean Heller,732.760009765625
MSFT,2018-07-26,Purchase,Stock,"$1,001 - $15,000",Dean Heller,103.45929718017578
SBUX,2018-07-26,Sale,Stock,"$1,001 - $15,000",Dean Heller,46.25328826904297
AMZN,2018-07-18,Sale,Stock,"$1,001 - $15,000",Dean Heller,92.14600372314453
UNP,2018-03-16,Purchase,Stock,"$1,001 - $15,000",Dean Heller,121.68778228759766
GILD,2018-03-16,Purchase,Stock,"$1,001 - $15,000",Dean Heller,64.18521118164062
META,2018-03-16,Purchase,Stock,"$1,001 - $15,000",Dean Heller,185.08999633789062
C,2018-03-16,Purchase,Stock,"$1,001 - $15,000",Dean Heller,60.926856994628906
AMT,2018-03-16,Purchase,Stock,"$1,001 - $15,000",Dean Heller,128.77438354492188
MSFT,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,103.89695739746094
EBAY,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,27.313154220581055
GILD,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,57.39576721191406
WDAY,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,168.1300048828125
CARG,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,37.40999984741211
AAPL,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,41.979774475097656
CAT,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,114.23590087890625
ZBH,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,105.51902770996094
MS,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,36.95853805541992
BMY,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,45.33169937133789
BUD,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,67.74982452392578
SLB,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,36.95391845703125
META,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,139.6300048828125
PII,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,80.92401123046875
GE,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,43.250274658203125
WFC,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,44.52810287475586
JPM,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,90.38722229003906
LEN,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,40.1754035949707
SPY,2018-12-06,Purchase,Stock,"$100,001 - $250,000",Dean Heller,248.23402404785156
C,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,50.70400619506836
GS,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,164.80319213867188
SYF,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,22.132871627807617
PRU,2018-12-06,Sale,Stock,"$1,001 - $15,000",Dean Heller,68.76348114013672
AMZN,2018-11-28,Purchase,Stock,"$1,001 - $15,000",Dean Heller,83.88749694824219
AVGO,2018-11-21,Purchase,Stock,"$1,001 - $15,000",Dean Heller,193.72215270996094
EBAY,2018-11-21,Sale,Stock,"$1,001 - $15,000",Dean Heller,26.265859603881836
AAPL,2018-10-23,Sale,Stock,"$1,001 - $15,000",Dean Heller,53.32901382446289
UNH,2018-10-26,Purchase,Stock,"$1,001 - $15,000",Dean Heller,239.6424560546875
CMG,2022-05-19,Sale,Stock,"$50,001 - $100,000",John w Hickenlooper,1272.489990234375
TTD,2023-04-28,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,64.33999633789062
PTON,2023-04-28,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,8.880000114440918
DIS,2023-04-28,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,102.5
CCCS,2023-04-28,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,8.680000305175781
AMZN,2023-04-28,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,105.44999694824219
BABA,2023-04-28,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,84.69000244140625
SNAP,2023-04-28,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,8.710000038146973
PINS,2023-04-28,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,23.0
CARG,2023-04-12,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,17.700000762939453
BBY,2023-04-12,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,71.38097381591797
CMG,2023-05-01,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,2039.280029296875
CARG,2021-02-12,Purchase,Stock,"$1,001 - $15,000",John w Hickenlooper,32.119998931884766
SIRI,2023-06-09,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,3.7910683155059814
CMG,2023-05-26,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,2071.02001953125
VZ,2023-05-10,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,36.19561767578125
INTC,2023-05-10,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,29.862564086914062
AMT,2023-05-10,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,192.81544494628906
OGN,2021-06-28,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,28.278074264526367
NOK,2021-06-03,Purchase,Stock,"$1,001 - $15,000",John w Hickenlooper,5.2338361740112305
CMG,2021-05-19,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,1307.18994140625
TTD,2021-05-10,Purchase,Stock,"$15,001 - $50,000",John w Hickenlooper,48.959999084472656
PTON,2021-05-04,Purchase,Stock,"$1,001 - $15,000",John w Hickenlooper,96.69999694824219
NOK,2023-03-15,Sale,Stock,"$1,001 - $15,000",John w Hickenlooper,4.346828460693359
PYPL,2021-11-01,Sale,Stock,"$250,001 - $500,000",John w Hickenlooper,231.27999877929688
NVDA,2021-11-01,Sale,Stock,"$500,001 - $1,000,000",John w Hickenlooper,257.90533447265625
MSFT,2021-11-01,Sale,Stock,"$250,001 - $500,000",John w Hickenlooper,323.50909423828125
META,2021-10-27,Sale,Stock,"$250,001 - $500,000",John w Hickenlooper,312.2200012207031
AAPL,2021-10-29,Sale,Stock,"$250,001 - $500,000",John w Hickenlooper,148.08677673339844
AMZN,2021-10-29,Sale,Stock,"$250,001 - $500,000",John w Hickenlooper,168.6215057373047
TTD,2021-11-08,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,88.75
CVX,2021-10-28,Sale,Stock,"$100,001 - $250,000",John w Hickenlooper,104.94735717773438
PINS,2021-07-30,Purchase,Stock,"$15,001 - $50,000",John w Hickenlooper,58.900001525878906
SNAP,2021-07-27,Sale,Stock,"$15,001 - $50,000",John w Hickenlooper,73.97000122070312
VLO,2016-12-16,Sale,Stock,"$100,001 - $250,000",John Hoeven,50.812076568603516
CAT,2016-12-16,Sale,Stock,"$100,001 - $250,000",John Hoeven,78.22810363769531
UA,2016-12-16,Sale,Stock,"$50,001 - $100,000",John Hoeven,25.479999542236328
UAA,2016-12-16,Sale,Stock,"$15,001 - $50,000",John Hoeven,30.389999389648438
BX,2016-12-19,Sale,Stock,"$100,001 - $250,000",John Hoeven,20.87398910522461
DEO,2016-12-19,Sale,Stock,"$100,001 - $250,000",John Hoeven,87.94117736816406
USB,2016-12-22,Sale,Stock,"$15,001 - $50,000",John Hoeven,40.90194320678711
UNP,2016-12-22,Sale,Stock,"$100,001 - $250,000",John Hoeven,90.7557373046875
VSAT,2016-12-22,Sale,Stock,"$15,001 - $50,000",John Hoeven,67.76000213623047
IBM,2016-12-22,Sale,Stock,"$100,001 - $250,000",John Hoeven,116.56372833251953
WFC,2016-12-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,46.08150863647461
JETS,2018-01-24,Purchase,Stock,"$50,001 - $100,000",John Hoeven,32.16791534423828
CVS,2019-07-23,Sale,Stock,"$50,001 - $100,000",John Hoeven,49.9896354675293
UPS,2019-07-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,92.42277526855469
SPG,2017-01-04,Purchase,Stock,"$100,001 - $250,000",John Hoeven,128.09872436523438
NKE,2017-01-04,Purchase,Stock,"$100,001 - $250,000",John Hoeven,49.37472915649414
CSX,2016-12-28,Sale,Stock,"$50,001 - $100,000",John Hoeven,11.126578330993652
F,2016-12-28,Sale,Stock,"$100,001 - $250,000",John Hoeven,8.837531089782715
BIV,2019-12-31,Purchase,Stock,"$100,001 - $250,000",John Hoeven,78.2027359008789
SLB,2019-12-31,Purchase,Stock,"$50,001 - $100,000",John Hoeven,37.09055709838867
MPC,2019-12-31,Purchase,Stock,"$50,001 - $100,000",John Hoeven,52.4086799621582
REZI,2019-12-23,Sale,Stock,"$1,001 - $15,000",John Hoeven,11.989999771118164
KHC,2019-12-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,26.954008102416992
GTX,2019-12-23,Sale,Stock,"$1,001 - $15,000",John Hoeven,10.5
BSTZ,2019-06-26,Purchase,Stock,"$100,001 - $250,000",John Hoeven,14.068668365478516
MDU,2016-11-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,14.238353729248047
PFE,2016-11-25,Purchase,Stock,"$50,001 - $100,000",John Hoeven,23.380569458007812
AMGN,2016-11-23,Purchase,Stock,"$50,001 - $100,000",John Hoeven,118.55068969726562
PRU,2016-06-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,49.898345947265625
MCD,2016-06-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,99.41297912597656
IVZ,2016-06-28,Purchase,Stock,"$50,001 - $100,000",John Hoeven,17.29227066040039
BIV,2019-12-31,Purchase,Stock,"$100,001 - $250,000",John Hoeven,78.2027359008789
SLB,2019-12-31,Purchase,Stock,"$50,001 - $100,000",John Hoeven,37.09056091308594
MPC,2019-12-31,Purchase,Stock,"$50,001 - $100,000",John Hoeven,52.40868377685547
REZI,2019-12-23,Sale,Stock,"$1,001 - $15,000",John Hoeven,11.989999771118164
KHC,2019-12-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,26.954010009765625
GTX,2019-12-23,Sale,Stock,"$1,001 - $15,000",John Hoeven,10.5
AAPL,2019-01-04,Purchase,Stock,"$50,001 - $100,000",John Hoeven,35.62226486206055
WTW,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,140.5504150390625
TAP,2018-12-27,Sale,Stock,"$100,001 - $250,000",John Hoeven,50.50944519042969
IVZ,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,13.29809856414795
BUD,2018-12-27,Sale,Stock,"$50,001 - $100,000",John Hoeven,62.153221130371094
T,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,14.235602378845215
FDX,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,148.87722778320312
WTW,2018-02-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,146.9404754638672
WMT,2018-02-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,84.91033172607422
MET,2018-06-07,Purchase,Stock,"$50,001 - $100,000",John Hoeven,38.96223068237305
CVS,2018-06-07,Purchase,Stock,"$50,001 - $100,000",John Hoeven,55.96676254272461
AMZN,2018-06-01,Purchase,Stock,"$50,001 - $100,000",John Hoeven,82.0770034790039
SPG,2016-12-29,Purchase,Stock,"$100,001 - $250,000",John Hoeven,122.46207427978516
NKE,2016-12-29,Purchase,Stock,"$100,001 - $250,000",John Hoeven,47.50468444824219
CSX,2016-12-28,Sale,Stock,"$50,001 - $100,000",John Hoeven,11.126578330993652
F,2016-12-28,Sale,Stock,"$100,001 - $250,000",John Hoeven,8.837530136108398
CG,2015-11-13,Sale,Stock,"$50,001 - $100,000",John Hoeven,11.606630325317383
ETP,2015-11-13,Sale,Stock,"$50,001 - $100,000",John Hoeven,14.001869201660156
XSLV,2019-03-08,Purchase,Stock,"$50,001 - $100,000",John Hoeven,41.9857063293457
TGT,2019-03-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,70.96171569824219
MET,2019-03-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,35.56169128417969
IVZ,2019-03-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,15.417333602905273
KDP,2019-03-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,24.983585357666016
CCI,2019-03-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,106.42820739746094
JCI,2015-08-13,Purchase,Stock,"$100,001 - $250,000",John Hoeven,28.60153579711914
RL,2015-08-13,Purchase,Stock,"$50,001 - $100,000",John Hoeven,98.43001556396484
TAP,2015-08-13,Purchase,Stock,"$100,001 - $250,000",John Hoeven,60.013973236083984
TJX,2016-08-23,Purchase,Stock,"$50,001 - $100,000",John Hoeven,35.56922912597656
RL,2016-08-19,Sale,Stock,"$100,001 - $250,000",John Hoeven,93.25836944580078
JCI,2016-08-22,Sale,Stock,"$100,001 - $250,000",John Hoeven,34.80058670043945
HAS,2016-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,65.21214294433594
BMY,2016-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,47.49845886230469
MCD,2016-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,96.82909393310547
MDU,2015-03-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,10.359862327575684
MRK,2017-01-25,Sale,Stock,"$50,001 - $100,000",John Hoeven,47.422176361083984
WTW,2017-01-24,Purchase,Stock,"$50,001 - $100,000",John Hoeven,114.44293975830078
VFC,2017-01-23,Purchase,Stock,"$50,001 - $100,000",John Hoeven,39.379512786865234
JNJ,2017-01-20,Sale,Stock,"$100,001 - $250,000",John Hoeven,95.36737823486328
ABBV,2017-01-20,Sale,Stock,"$100,001 - $250,000",John Hoeven,45.41067886352539
PFE,2017-01-20,Sale,Stock,"$50,001 - $100,000",John Hoeven,23.439590454101562
BMY,2017-01-20,Sale,Stock,"$50,001 - $100,000",John Hoeven,39.994991302490234
AMGN,2017-01-20,Sale,Stock,"$50,001 - $100,000",John Hoeven,126.43061828613281
VZ,2017-01-20,Purchase,Stock,"$50,001 - $100,000",John Hoeven,37.6766471862793
PG,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,73.20372009277344
PEP,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,85.02484893798828
INTC,2017-01-20,Purchase,Stock,"$50,001 - $100,000",John Hoeven,30.66173553466797
KO,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,33.31812286376953
CSCO,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,24.443344116210938
T,2017-01-20,Purchase,Stock,"$50,001 - $100,000",John Hoeven,18.48455047607422
WTW,2018-02-05,Sale,Stock,"$250,001 - $500,000",John Hoeven,144.96165466308594
MDU,2015-03-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,10.359862327575684
FDX,2018-09-19,Purchase,Stock,"$50,001 - $100,000",John Hoeven,223.88526916503906
SPG,2017-01-04,Purchase,Stock,"$100,001 - $250,000",John Hoeven,128.09873962402344
NKE,2017-01-04,Purchase,Stock,"$100,001 - $250,000",John Hoeven,49.37473678588867
CSX,2016-12-28,Sale,Stock,"$50,001 - $100,000",John Hoeven,11.126578330993652
F,2016-12-28,Sale,Stock,"$100,001 - $250,000",John Hoeven,8.837531089782715
VLO,2016-12-16,Sale,Stock,"$100,001 - $250,000",John Hoeven,50.81208038330078
CAT,2016-12-16,Sale,Stock,"$100,001 - $250,000",John Hoeven,78.22810363769531
UA,2016-12-16,Sale,Stock,"$50,001 - $100,000",John Hoeven,25.479999542236328
UAA,2016-12-16,Sale,Stock,"$15,001 - $50,000",John Hoeven,30.389999389648438
BX,2016-12-19,Sale,Stock,"$100,001 - $250,000",John Hoeven,20.87398910522461
DEO,2016-12-19,Sale,Stock,"$100,001 - $250,000",John Hoeven,87.9411849975586
IBM,2019-10-21,Purchase,Stock,"$50,001 - $100,000",John Hoeven,104.02899932861328
UPS,2018-03-27,Purchase,Stock,"$50,001 - $100,000",John Hoeven,86.01949310302734
PRU,2019-11-19,Purchase,Stock,"$100,001 - $250,000",John Hoeven,76.07292938232422
BSTZ,2019-11-19,Purchase,Stock,"$100,001 - $250,000",John Hoeven,14.259559631347656
MDU,2016-11-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,14.23835277557373
PFE,2016-11-25,Purchase,Stock,"$50,001 - $100,000",John Hoeven,23.38056755065918
AMGN,2016-11-23,Purchase,Stock,"$50,001 - $100,000",John Hoeven,118.55065155029297
T,2018-06-27,Purchase,Stock,"$50,001 - $100,000",John Hoeven,15.377001762390137
DOW,2019-08-22,Purchase,Stock,"$50,001 - $100,000",John Hoeven,33.615440368652344
WTW,2017-12-21,Purchase,Stock,"$1,001 - $15,000",John Hoeven,139.7498779296875
WTW,2017-12-21,Purchase,Stock,"$1,001 - $15,000",John Hoeven,139.74989318847656
WTW,2018-11-07,Purchase,Stock,"$15,001 - $50,000",John Hoeven,147.49176025390625
MRK,2017-01-25,Sale,Stock,"$50,001 - $100,000",John Hoeven,47.42216873168945
WTW,2017-01-24,Purchase,Stock,"$50,001 - $100,000",John Hoeven,114.44291687011719
VFC,2017-01-23,Purchase,Stock,"$50,001 - $100,000",John Hoeven,39.379520416259766
JNJ,2017-01-20,Sale,Stock,"$100,001 - $250,000",John Hoeven,95.36739349365234
ABBV,2017-01-20,Sale,Stock,"$100,001 - $250,000",John Hoeven,45.41067123413086
PFE,2017-01-20,Sale,Stock,"$50,001 - $100,000",John Hoeven,23.439590454101562
BMY,2017-01-20,Sale,Stock,"$50,001 - $100,000",John Hoeven,39.994991302490234
AMGN,2017-01-20,Sale,Stock,"$50,001 - $100,000",John Hoeven,126.4306640625
VZ,2017-01-20,Purchase,Stock,"$50,001 - $100,000",John Hoeven,37.67664337158203
PG,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,73.20372772216797
PEP,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,85.02484893798828
INTC,2017-01-20,Purchase,Stock,"$50,001 - $100,000",John Hoeven,30.66172981262207
KO,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,33.318119049072266
CSCO,2017-01-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,24.443347930908203
T,2017-01-20,Purchase,Stock,"$50,001 - $100,000",John Hoeven,18.484548568725586
WTW,2018-02-05,Sale,Stock,"$250,001 - $500,000",John Hoeven,144.96163940429688
AAPL,2019-01-04,Purchase,Stock,"$50,001 - $100,000",John Hoeven,35.62226104736328
WTW,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,140.5503692626953
TAP,2018-12-27,Sale,Stock,"$100,001 - $250,000",John Hoeven,50.509437561035156
IVZ,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,13.298097610473633
BUD,2018-12-27,Sale,Stock,"$50,001 - $100,000",John Hoeven,62.153221130371094
T,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,14.235602378845215
FDX,2018-12-27,Sale,Stock,"$15,001 - $50,000",John Hoeven,148.87721252441406
CG,2015-11-13,Sale,Stock,"$50,001 - $100,000",John Hoeven,11.60662841796875
ETP,2015-11-13,Sale,Stock,"$50,001 - $100,000",John Hoeven,14.001879692077637
SPG,2016-12-29,Purchase,Stock,"$100,001 - $250,000",John Hoeven,122.46206665039062
NKE,2016-12-29,Purchase,Stock,"$100,001 - $250,000",John Hoeven,47.504676818847656
CSX,2016-12-28,Sale,Stock,"$50,001 - $100,000",John Hoeven,11.126581192016602
F,2016-12-28,Sale,Stock,"$100,001 - $250,000",John Hoeven,8.837528228759766
CAT,2018-08-03,Purchase,Stock,"$50,001 - $100,000",John Hoeven,122.4788589477539
IVZ,2019-11-05,Purchase,Stock,"$50,001 - $100,000",John Hoeven,15.16487979888916
XOM,2019-11-05,Purchase,Stock,"$50,001 - $100,000",John Hoeven,59.13497543334961
TWO,2019-11-04,Purchase,Stock,"$50,001 - $100,000",John Hoeven,34.25993347167969
XOM,2019-11-04,Purchase,Stock,"$50,001 - $100,000",John Hoeven,57.986083984375
EXC,2019-11-04,Purchase,Stock,"$50,001 - $100,000",John Hoeven,27.683237075805664
CVX,2019-11-04,Purchase,Stock,"$50,001 - $100,000",John Hoeven,101.59400177001953
META,2017-05-17,Purchase,Stock,"$50,001 - $100,000",John Hoeven,144.85000610351562
LYB,2017-05-17,Purchase,Stock,"$50,001 - $100,000",John Hoeven,56.251731872558594
WTW,2017-05-15,Purchase,Stock,"$50,001 - $100,000",John Hoeven,129.74916076660156
F,2017-05-15,Purchase,Stock,"$100,001 - $250,000",John Hoeven,8.127734184265137
NOG,2015-01-16,Purchase,Stock,"$15,001 - $50,000",John Hoeven,59.410465240478516
NOG,2015-01-16,Purchase,Stock,"$15,001 - $50,000",John Hoeven,59.41046142578125
WTW,2018-02-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,146.94052124023438
WMT,2018-02-20,Purchase,Stock,"$100,001 - $250,000",John Hoeven,84.91033935546875
CVS,2019-07-23,Sale,Stock,"$50,001 - $100,000",John Hoeven,49.98963928222656
UPS,2019-07-23,Sale,Stock,"$100,001 - $250,000",John Hoeven,92.42276763916016
