Stock,Transaction Date,Buy/Sell,Type,Amount,Senator,Price
QCOM,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,130.6035614013672
PYPL,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,235.6699981689453
ODFL,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,235.1626739501953
NDSN,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,202.5678253173828
NTES,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,102.82918548583984
MRK,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,72.72904968261719
JNJ,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,161.92884826660156
INTU,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,373.64654541015625
IDXX,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,479.17999267578125
IEX,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,206.093017578125
IEX,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,206.093017578125
HON,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,214.97154235839844
HSY,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,158.06529235839844
GGG,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,71.514892578125
GNTX,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,35.122314453125
FTNT,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,36.73400115966797
EA,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,134.80946350097656
EBAY,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,59.66897201538086
EW,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,82.43000030517578
DECK,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,320.3299865722656
CL,2021-03-29,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,78.12689208984375
CLX,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,190.20755004882812
CHE,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,471.93853759765625
CE,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,149.5679931640625
BIO,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,570.0399780273438
BHP,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,55.16848373413086
ATHM,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,95.11000061035156
AME,2021-03-29,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,127.64303588867188
AA,2021-03-16,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,29.455671310424805
AA,2021-03-16,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,29.455671310424805
CLF,2021-03-12,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,17.540000915527344
CLF,2021-04-19,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,17.389999389648438
AA,2021-04-19,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,35.95148468017578
FCX,2021-04-14,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,36.09785461425781
OXY,2021-04-07,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,25.272964477539062
FCX,2021-05-24,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,41.327117919921875
FCX,2021-05-10,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,42.49028778076172
X,2021-05-06,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,25.83173179626465
SQ,2022-04-11,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,123.08000183105469
PYPL,2022-04-11,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,109.80999755859375
PYPL,2022-04-28,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,92.08999633789062
CLF,2022-10-31,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,12.989999771118164
MSFT,2022-10-24,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,247.25
NU,2022-10-13,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,4.170000076293945
MSFT,2022-10-13,Purchase,Stock,"$250,001 - $500,000",Thomas h Tuberville,234.24000549316406
NU,2022-10-11,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,4.099999904632568
NU,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,4.690000057220459
VCTR,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.889999389648438
VCTR,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.889999389648438
VCTR,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.889999389648438
VRTX,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,298.6300048828125
TREX,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,51.29999923706055
SCI,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,61.0099983215332
RELX,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.260000228881836
RH,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,264.8800048828125
PHM,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,41.27000045776367
PAYC,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,353.6000061035156
GIS,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,74.97000122070312
GLPI,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,46.459999084472656
RACE,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,190.8800048828125
XOM,2022-10-06,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,102.05999755859375
EXR,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,172.11000061035156
ETSY,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,115.11000061035156
ELS,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,62.310001373291016
DQ,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,51.63999938964844
CROX,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,78.5999984741211
CSCO,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,41.52000045776367
AMGN,2022-10-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,230.94000244140625
AMT,2022-10-05,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,214.13999938964844
ZTS,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,154.58999633789062
WIT,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,4.929999828338623
SEIC,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,51.02000045776367
RMD,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,231.75999450683594
TROW,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,111.54000091552734
NOC,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,484.45001220703125
NVDA,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,132.08999633789062
MNST,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,46.09000015258789
MSFT,2022-10-05,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,249.1999969482422
MASI,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,146.0
MKTX,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,239.5399932861328
IDXX,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,350.1199951171875
HON,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,177.80999755859375
GGG,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,63.29999923706055
IT,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,299.7799987792969
GRMN,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,83.1500015258789
FAST,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,48.130001068115234
EL,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,226.24000549316406
DHI,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,72.80999755859375
CHD,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,72.51000213623047
AMAT,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,89.22000122070312
ALGN,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,228.80999755859375
APD,2022-10-05,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,242.8000030517578
FDX,2022-10-25,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,155.8000030517578
CLF,2021-07-21,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,21.18000030517578
CLF,2021-07-19,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,19.260000228881836
AA,2021-07-19,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,31.551095962524414
CRWD,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,249.9600067138672
NWL,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,27.040000915527344
PEGA,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,132.47000122070312
PEP,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,155.82000732421875
XLY,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,178.00999450683594
MTUM,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,169.35000610351562
SQ,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,237.52000427246094
DTD,2021-07-16,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,59.547080993652344
QCOM,2023-08-31,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,114.52999877929688
F,2023-08-14,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,12.199999809265137
IVV,2022-08-01,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,412.95001220703125
EFAV,2022-08-01,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,65.91000366210938
XLY,2022-08-01,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,163.63999938964844
VTRS,2022-08-01,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,9.65999984741211
RSP,2022-08-01,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,145.55999755859375
IDV,2022-08-01,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,27.56999969482422
DHS,2022-08-01,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,84.6500015258789
ORCL,2022-08-01,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,77.44000244140625
XLC,2022-08-01,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,56.290000915527344
TSCO,2022-08-01,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,193.88999938964844
MUB,2022-08-01,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,108.5
OC,2022-08-01,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,92.93000030517578
SSYS,2022-08-26,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,17.860000610351562
ARKK,2022-08-25,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,45.779998779296875
INTC,2022-08-05,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,35.38999938964844
INTC,2022-08-05,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,35.38999938964844
X,2023-03-21,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.860000610351562
X,2023-03-21,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.860000610351562
X,2023-03-21,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,25.860000610351562
X,2023-03-21,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,25.860000610351562
X,2023-03-21,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,25.860000610351562
X,2023-03-21,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,25.860000610351562
CLF,2023-03-21,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,18.3799991607666
X,2023-03-20,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,24.90999984741211
KMB,2023-03-10,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,122.33999633789062
BMO,2023-03-06,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,95.94000244140625
CLF,2022-07-18,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,15.529999732971191
X,2022-05-31,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,25.06999969482422
PYPL,2022-05-20,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,80.54000091552734
PYPL,2022-05-19,Purchase,Stock,"$250,001 - $500,000",Thomas h Tuberville,81.27999877929688
F,2023-04-28,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,11.880000114440918
F,2023-04-27,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,11.609999656677246
F,2023-04-26,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,11.539999961853027
ATVI,2023-04-26,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,76.80999755859375
X,2023-04-24,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,25.229999542236328
X,2023-04-24,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,25.229999542236328
CLF,2023-04-24,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,16.209999084472656
MMM,2023-04-14,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,105.7699966430664
XP,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,11.15999984741211
VCTR,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,29.329999923706055
VZ,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,39.220001220703125
TREX,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,49.369998931884766
MMM,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,104.56999969482422
TMO,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,570.0700073242188
TSLA,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,194.77000427246094
SKY,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,72.68000030517578
SSD,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,109.95999908447266
SCI,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,69.12999725341797
QSR,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,67.47000122070312
REGN,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,826.1900024414062
RRC,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,26.790000915527344
RH,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,241.8300018310547
PHM,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,59.0
PAM,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,34.630001068115234
NSC,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,208.77999877929688
NDSN,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,220.30999755859375
NVDA,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,279.6499938964844
MCO,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,304.29998779296875
MPWR,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,492.9700012207031
MPWR,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,492.9700012207031
MTD,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,1530.550048828125
MMC,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,168.6300048828125
MKSI,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,87.18000030517578
ITW,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,244.3800048828125
IDXX,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,489.2699890136719
GFI,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,13.460000038146973
FLT,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,211.57000732421875
META,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,213.07000732421875
ETSY,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,108.25
EW,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,82.16999816894531
DQ,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,45.779998779296875
CROX,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,128.6699981689453
CSCO,2023-04-03,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,52.310001373291016
ANET,2023-04-03,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,167.74000549316406
AMT,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,201.10000610351562
ALLE,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,106.05999755859375
ABBV,2023-04-03,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,160.4199981689453
GSK,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,35.95000076293945
GNTX,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,27.899999618530273
GRMN,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,100.72000122070312
DIOD,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,91.73999786376953
CBSH,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,58.790000915527344
CRUS,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,107.62000274658203
AVGO,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,642.469970703125
ADSK,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,207.5800018310547
APH,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,81.22000122070312
A,2023-04-03,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,137.86000061035156
SSYS,2021-08-18,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,20.209999084472656
SSBK,2021-08-12,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,19.770000457763672
CLF,2023-05-25,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,14.289999961853027
CLF,2023-05-24,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,14.1899995803833
PYPL,2023-05-23,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,62.0
PYPL,2023-05-23,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,62.0
OXY,2023-05-22,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,59.040000915527344
PYPL,2023-05-11,Purchase,Stock,"$250,001 - $500,000",Thomas h Tuberville,64.18000030517578
PYPL,2023-05-10,Purchase,Stock,"$250,001 - $500,000",Thomas h Tuberville,63.380001068115234
WBA,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,31.65999984741211
RF,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,16.399999618530273
QCOM,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,108.30999755859375
NU,2023-05-08,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,5.920000076293945
KEY,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,9.680000305175781
FGBI,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,12.25
FITB,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,24.40999984741211
CFG,2023-05-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.760000228881836
GOLD,2022-12-23,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,17.389999389648438
NU,2022-12-19,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,3.9100000858306885
DIS,2022-12-15,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,90.48999786376953
PYPL,2022-12-09,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,73.56999969482422
PYPL,2022-12-09,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,73.56999969482422
PYPL,2022-12-09,Sale,Stock,"$1,001 - $15,000",Thomas h Tuberville,73.56999969482422
PYPL,2022-12-09,Sale,Stock,"$15,001 - $50,000",Thomas h Tuberville,73.56999969482422
PYPL,2022-12-09,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,73.56999969482422
PYPL,2022-12-09,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,73.56999969482422
PYPL,2022-12-08,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,74.22000122070312
GOLD,2022-12-06,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,16.450000762939453
PYPL,2022-12-05,Purchase,Stock,"$250,001 - $500,000",Thomas h Tuberville,73.62000274658203
QCOM,2022-12-02,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,125.66000366210938
QCOM,2022-12-01,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,126.80999755859375
GOLD,2022-12-01,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,17.09000015258789
X,2023-06-20,Sale,Stock,"$50,001 - $100,000",Thomas h Tuberville,23.469999313354492
MSFT,2023-06-20,Sale,Stock,"$250,001 - $500,000",Thomas h Tuberville,338.04998779296875
CLF,2023-06-20,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,16.440000534057617
WBA,2023-06-13,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,31.950000762939453
UAA,2023-06-13,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,7.590000152587891
WBA,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,31.639999389648438
PFE,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,39.900001525878906
KEY,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,10.220000267028809
FGBI,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,14.170000076293945
FGBI,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,14.170000076293945
FITB,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,25.920000076293945
CFG,2023-06-12,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,27.40999984741211
QCOM,2023-06-08,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,116.3499984741211
QCOM,2023-06-06,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,116.36000061035156
QCOM,2023-06-02,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,115.62000274658203
QCOM,2023-06-01,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,115.83000183105469
CLF,2023-06-01,Purchase,Stock,"$15,001 - $50,000",Thomas h Tuberville,14.069999694824219
X,2022-09-19,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,20.489999771118164
MSFT,2022-09-19,Purchase,Stock,"$250,001 - $500,000",Thomas h Tuberville,244.52000427246094
ARKK,2022-09-19,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,42.4900016784668
ARKK,2022-09-07,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,41.470001220703125
NU,2022-09-06,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,4.71999979019165
MSFT,2022-11-22,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,245.02999877929688
F,2022-11-22,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,14.069999694824219
F,2022-11-17,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,13.90999984741211
INTC,2022-11-09,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,27.520000457763672
PYPL,2022-11-08,Sale,Stock,"$100,001 - $250,000",Thomas h Tuberville,81.12999725341797
ATVI,2022-11-08,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,72.0
PYPL,2022-11-07,Purchase,Stock,"$100,001 - $250,000",Thomas h Tuberville,77.66000366210938
CLF,2022-11-03,Purchase,Stock,"$50,001 - $100,000",Thomas h Tuberville,11.869999885559082
NU,2022-11-01,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,5.090000152587891
CLF,2022-11-01,Purchase,Stock,"$1,001 - $15,000",Thomas h Tuberville,13.350000381469727
GE,2018-12-18,Sale,Stock,"$15,001 - $50,000",Thomas Udall,43.540096282958984
GE,2018-12-18,Sale,Stock,"$1,001 - $15,000",Thomas Udall,43.540096282958984
YUMC,2017-02-17,Sale,Stock,"$1,001 - $15,000",Chris Van hollen,25.581745147705078
YUM,2017-02-17,Sale,Stock,"$1,001 - $15,000",Chris Van hollen,62.715389251708984
VZ,2017-02-17,Sale,Stock,"$1,001 - $15,000",Chris Van hollen,39.3277473449707
PEP,2017-02-17,Sale,Stock,"$15,001 - $50,000",Chris Van hollen,94.64014434814453
JNJ,2017-02-17,Sale,Stock,"$1,001 - $15,000",Chris Van hollen,103.50529479980469
GE,2017-02-17,Sale,Stock,"$15,001 - $50,000",Chris Van hollen,179.46298217773438
T,2017-02-17,Sale,Stock,"$1,001 - $15,000",Chris Van hollen,20.127412796020508
HALO,2017-11-06,Sale,Stock,"$500,001 - $1,000,000",Mark r Warner,17.010000228881836
ROAD,2021-10-14,Sale,Stock,"$50,001 - $100,000",Mark r Warner,34.75
ROAD,2023-08-08,Sale,Stock,"$250,001 - $500,000",Mark r Warner,33.939998626708984
CHTR,2019-02-19,Sale,Stock,"$1,000,001 - $5,000,000",Mark r Warner,348.42999267578125
ROAD,2022-01-31,Sale,Stock,"$100,001 - $250,000",Mark r Warner,26.239999771118164
GE,2015-08-04,Purchase,Stock,"$1,001 - $15,000",Sheldon Whitehouse,151.9013214111328
BIIB,2015-08-04,Purchase,Stock,"$1,001 - $15,000",Sheldon Whitehouse,330.3800048828125
KO,2015-08-10,Purchase,Stock,"$1,001 - $15,000",Sheldon Whitehouse,33.745052337646484
BIIB,2015-08-10,Purchase,Stock,"$1,001 - $15,000",Sheldon Whitehouse,314.94000244140625
BIIB,2015-08-10,Purchase,Stock,"$1,001 - $15,000",Sheldon Whitehouse,314.94000244140625
